split,policy,pool_idx,sample_id,reward,r_ttc,r_approach,r_risk,criticality,constraint,c_lane,c_trivial,ego_collision,ego_fault_collision,init_invalid,goal_offlane_frac,controlled_parking_frac,ego_min_ttc,ego_adv_min_dist,ego_adv_init_dist,ego_adv_min_dist_warmup,adv_type,adv_x,adv_y,adv_speed,adv_length,adv_width,adv_goal_dist,adv_dist_to_ego,adv_in_fov,adv_small_vehicle
train,base,4,0,0.028715968132019043,0.0,0.0287159513682127,0.028715968132019043,0.028715968132019043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.471268653869629,8.797918319702148,8.643455505371094,0,-8.737466812133789,1.2588577270507812,5.155062675476074,5.283024311065674,2.3616340160369873,8.085367202758789,8.797918319702148,True,False
train,base,4,1,0.07377684116363525,0.0,0.07377681881189346,0.07377684116363525,0.07377684116363525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.827649116516113,6.024450302124023,5.827649116516113,0,-0.12357139587402344,-6.031055450439453,0.27156496047973633,2.3355822563171387,0.9421258568763733,13.213797569274902,6.024449825286865,True,True
train,base,4,2,0.05128204822540283,0.0,0.051282063126564026,0.05128204822540283,0.05128204822540283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.166882038116455,7.377834320068359,7.166882038116455,0,-0.05545616149902344,-7.392145156860352,0.29035046696662903,5.587387561798096,2.3660941123962402,11.300431251525879,7.377834320068359,True,False
train,base,4,3,0.08513504266738892,0.0,0.0851350650191307,0.08513504266738892,0.08513504266738892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.953741550445557,9.159529685974121,7.953741550445557,0,-0.3845958709716797,-9.169029235839844,0.76350998878479,4.805678367614746,2.1180756092071533,11.020505905151367,9.159529685974121,True,False
train,base,4,4,0.3570866584777832,0.0,0.3570866584777832,0.3570866584777832,0.3570866584777832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.115567207336426,13.051386833190918,7.115567207336426,0,-3.0376434326171875,12.685935974121094,2.4922163486480713,4.558666706085205,2.0917625427246094,30.40127182006836,13.051386833190918,True,False
train,base,4,5,0.0937303900718689,0.0,0.0937303677201271,0.0937303900718689,0.0937303900718689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.8157498836517334,2.816774368286133,2.873608350753784,0,0.04494476318359375,0.000873565673828125,0.18593376874923706,5.283204078674316,2.3617184162139893,19.0969181060791,2.816774606704712,True,False
train,base,4,6,0.20174694061279297,0.7333333492279053,0.6315512657165527,0.9017469882965088,1.201746940612793,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.800000011920929,3.6048030853271484,7.1363205909729,3.6048030853271484,0,-6.357517242431641,3.291851043701172,1.2695688009262085,2.3499367237091064,0.946088433265686,9.551047325134277,7.1363205909729,True,True
train,base,4,7,0.1854960322380066,0.0,0.1854960322380066,0.1854960322380066,0.1854960322380066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.821536064147949,8.682188987731934,6.821536064147949,0,0.3036956787109375,-8.690719604492188,1.7005536556243896,1.3720581531524658,0.9568803310394287,24.14815330505371,8.682188987731934,True,True
train,base,15,0,0.6426731944084167,0.0,0.6426731944084167,0.6426731944084167,0.6426731944084167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.825499057769775,16.091259002685547,4.825499057769775,0,0.0379486083984375,-0.05358695983886719,13.335495948791504,2.1790735721588135,1.1145926713943481,31.523591995239258,16.091259002685547,True,True
train,base,15,1,0.0748589038848877,0.0,0.07485887408256531,0.0748589038848877,0.0748589038848877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,11.013801574707031,17.989215850830078,11.013801574707031,0,0.033069610595703125,-0.10936546325683594,8.042566299438477,0.9062302708625793,0.8498637080192566,31.799972534179688,17.989215850830078,True,True
train,base,15,2,0.1339467167854309,0.0,0.13394670188426971,0.1339467167854309,0.1339467167854309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.072440147399902,4.6005940437316895,4.081603050231934,0,3.5382156372070312,-2.0458412170410156,16.815584182739258,4.9714789390563965,2.2579660415649414,33.218055725097656,4.6005940437316895,True,False
train,base,15,3,1.1920928955078125e-07,0.0,1.2223298995195364e-07,1.1920928955078125e-07,1.1920928955078125e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,11.057430267333984,11.057430267333984,18.648605346679688,0,-10.555595397949219,2.0888595581054688,16.49506378173828,4.763855934143066,2.100027084350586,32.90363311767578,11.057430267333984,True,False
train,base,15,4,0.4888352155685425,0.0,0.48883524537086487,0.4888352155685425,0.4888352155685425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.058112144470215,12.888845443725586,6.058112144470215,0,0.0147705078125,-0.04399681091308594,11.298857688903809,4.577072620391846,2.1054484844207764,31.749828338623047,12.888845443725586,True,False
train,base,15,5,0.005477428436279297,0.0,0.005477408412843943,0.005477428436279297,0.005477428436279297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,14.510785102844238,16.069982528686523,14.510785102844238,0,0.05733489990234375,-0.4082679748535156,3.650442600250244,4.966432094573975,2.2529358863830566,11.187481880187988,16.069982528686523,True,False
train,base,15,6,0.45822322368621826,0.0,0.45822325348854065,0.45822322368621826,0.45822322368621826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.01326322555542,10.448774337768555,6.01326322555542,0,6.361865997314453,-7.250177383422852,20.050642013549805,4.605709075927734,2.1432878971099854,37.59646224975586,10.448774337768555,True,False
train,base,15,7,0.11336678266525269,0.0,0.11336679756641388,0.11336678266525269,0.11336678266525269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.823101043701172,9.398613929748535,7.823101043701172,0,6.323238372802734,-5.973100662231445,14.750394821166992,4.470241069793701,2.0914690494537354,37.528419494628906,9.398612976074219,True,False
train,base,16,0,0.38148266077041626,0.0,0.38148266077041626,0.38148266077041626,0.38148266077041626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.7214324474334717,5.735734462738037,3.7214324474334717,0,3.5209083557128906,4.451610565185547,17.216121673583984,4.395275592803955,2.0569307804107666,26.148744583129883,5.735734462738037,True,False
train,base,16,1,0.09970587491989136,0.0,0.09970588237047195,0.09970587491989136,0.09970587491989136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.60862135887146,3.7064812183380127,3.60862135887146,0,3.6029129028320312,0.52569580078125,17.926464080810547,5.278707027435303,2.355973482131958,29.783485412597656,3.7064812183380127,True,False
train,base,16,2,-1.0,0.0,0.04588208347558975,0.04588210582733154,0.04588210582733154,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,8.02245044708252,8.451004981994629,8.02245044708252,0,3.4864540100097656,7.641532897949219,18.53894805908203,4.763209342956543,2.0998098850250244,23.244646072387695,8.451004981994629,True,False
train,base,16,3,-1.0,0.0,0.005263459403067827,0.0052634477615356445,0.0052634477615356445,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,9.406810760498047,9.406810760498047,10.328412055969238,0,3.519634246826172,8.669166564941406,20.12012481689453,4.487028121948242,2.0976366996765137,22.556093215942383,9.406810760498047,True,False
train,base,16,4,-1.0,0.0,0.009962249547243118,0.009962260723114014,0.009962260723114014,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,10.641519546508789,10.641519546508789,10.691991806030273,0,3.250347137451172,10.076690673828125,18.881181716918945,4.3898444175720215,2.061976432800293,21.49482536315918,10.641519546508789,True,False
train,base,16,5,-1.0,0.0,0.006291641388088465,0.006291627883911133,0.006291627883911133,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,8.517681121826172,8.517681121826172,9.59162712097168,0,2.8006439208984375,8.008071899414062,20.52031898498535,4.566152572631836,2.096728563308716,21.985275268554688,8.517681121826172,True,False
train,base,16,6,0.00018739700317382812,0.0,0.0001874163281172514,0.00018739700317382812,0.00018739700317382812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16.66935920715332,16.66935920715332,17.45911407470703,0,-0.03450775146484375,-0.012395858764648438,13.357915878295898,4.599776744842529,2.138308048248291,31.183191299438477,16.66935920715332,True,False
train,base,16,7,-1.0,0.0,0.013811933808028698,0.013811945915222168,0.013811945915222168,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,10.50188159942627,10.727346420288086,10.50188159942627,0,3.5094032287597656,10.086891174316406,18.48351287841797,4.842801570892334,2.146028518676758,20.84410858154297,10.727346420288086,True,False
train,base,74,0,-1.0,0.0,0.04528501629829407,0.04528498649597168,0.04528498649597168,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,6.126536846160889,6.140169143676758,6.34690523147583,0,-3.8413772583007812,4.84222412109375,0.7472915649414062,4.8473429679870605,2.146792411804199,32.53035354614258,6.140169143676758,True,False
train,base,74,1,0.23095250129699707,0.800000011920929,0.6547624468803406,0.9309524893760681,1.230952501296997,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6000000238418579,4.719857215881348,18.13815689086914,4.719857215881348,0,-17.18549156188965,6.008945465087891,0.8672942519187927,4.542879104614258,2.0471272468566895,18.96257781982422,18.138154983520508,True,False
train,base,74,2,-1.0,0.0,0.014191089197993279,0.014191091060638428,0.014191091060638428,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,9.314763069152832,9.314763069152832,9.540016174316406,0,0.129791259765625,-9.307292938232422,0.20124436914920807,5.353403091430664,2.2878165245056152,40.388916015625,9.314763069152832,True,False
train,base,74,3,-0.5,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,2.704371452331543,3.0247037410736084,,0,2.5862655639648438,-1.454488754272461,1.3703644275665283,5.278164386749268,2.358785390853882,30.98485565185547,3.0247037410736084,True,False
train,base,74,4,0.006535351276397705,0.0,0.006535357795655727,0.006535351276397705,0.006535351276397705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.2093987464904785,7.2998223304748535,8.7124662399292,0,-7.265661239624023,1.2484817504882812,9.148652076721191,4.596395015716553,2.071554660797119,32.90674591064453,7.299821853637695,True,False
train,base,74,5,-1.0,0.0,0.040124133229255676,0.04012411832809448,0.04012411832809448,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,7.065721035003662,7.065721035003662,7.144071578979492,0,0.9508628845214844,-6.99608039855957,0.19714386761188507,5.071866035461426,2.2383289337158203,24.63547706604004,7.065721035003662,True,False
train,base,74,6,-0.18888932466506958,0.0,0.02046181447803974,0.0204617977142334,0.0204617977142334,0.20935112237930298,0.20935112237930298,0.0,0.0,0.0,0.0,0.0,0.0,,7.759315490722656,7.759315490722656,8.182735443115234,0,2.9214401245117188,7.159946441650391,1.4877897500991821,5.274601459503174,2.3590312004089355,29.955810546875,7.759315490722656,True,False
train,base,74,7,0.04572397470474243,0.0,0.04572397097945213,0.04572397470474243,0.04572397470474243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.047245979309082,6.047245979309082,6.267107009887695,0,2.1538963317871094,5.628334045410156,0.7976400852203369,5.073629856109619,2.235628604888916,32.80614471435547,6.047245979309082,True,False
train,base,99,0,-0.026037832722067833,0.0,2.3931401301524602e-05,2.396106719970703e-05,2.396106719970703e-05,0.02606179378926754,0.02606179378926754,0.0,0.0,0.0,0.0,0.0,0.0,,20.45965576171875,20.45965576171875,21.36412239074707,0,-7.65660285949707,-19.03028106689453,14.085391998291016,5.282358169555664,2.357604742050171,43.847129821777344,20.45965576171875,True,False
train,base,99,1,0.0016225576400756836,0.0,0.001622576266527176,0.0016225576400756836,0.0016225576400756836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,17.425128936767578,20.816387176513672,18.067949295043945,0,-17.451501846313477,11.40909194946289,14.06424331665039,4.8364667892456055,2.231010675430298,37.48200225830078,20.816387176513672,True,False
train,base,99,2,0.0,0.0,5.788872853296212e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,19.320724487304688,19.320724487304688,29.26213836669922,0,-19.22311782836914,-2.494291305541992,19.77569580078125,4.49093770980835,2.023437738418579,28.744741439819336,19.320724487304688,True,False
train,base,99,3,0.0004838705062866211,0.0,0.0004838544991798699,0.0004838705062866211,0.0004838705062866211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18.78073501586914,19.87999153137207,18.78073501586914,0,-6.476526260375977,-18.845705032348633,17.322986602783203,5.077333450317383,2.2375102043151855,50.253971099853516,19.87999153137207,True,False
train,base,99,4,7.2479248046875e-05,0.0,7.245693996082991e-05,7.2479248046875e-05,7.2479248046875e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,20.200021743774414,20.200021743774414,20.4190673828125,0,-0.36050987243652344,-20.22239112854004,15.949591636657715,4.450679302215576,2.0515811443328857,50.962650299072266,20.200021743774414,True,False
train,base,99,5,1.7642974853515625e-05,0.0,1.7666263374849223e-05,1.7642974853515625e-05,1.7642974853515625e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16.943923950195312,16.943923950195312,19.24869155883789,0,4.328800201416016,-16.392925262451172,11.772754669189453,5.002856254577637,2.2456445693969727,42.16612243652344,16.943923950195312,True,False
train,base,99,6,0.00036853551864624023,0.0,0.0003685564443003386,0.00036853551864624023,0.00036853551864624023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,13.971893310546875,14.745033264160156,15.729283332824707,0,-13.404705047607422,6.242397308349609,6.636075973510742,4.538605213165283,2.0831949710845947,36.10416793823242,14.745033264160156,True,False
train,base,99,7,0.0002015829086303711,0.0,0.00020156832761131227,0.0002015829086303711,0.0002015829086303711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,20.467927932739258,21.52106285095215,20.467927932739258,0,-2.458456039428711,-21.41489601135254,16.904949188232422,4.5369954109191895,2.062570095062256,52.48482894897461,21.52106285095215,True,False
