spike_rank,iter,kl,sample,group,pool_slot,dataset_id,initial_pool_dataset_id,log_path
4,651,0.0416,19,2,577,371850,371850,wandb/run-20260630_155831-2gcw0mpa/files/output.log
4,651,0.0416,20,2,577,371850,371850,wandb/run-20260630_155831-2gcw0mpa/files/output.log
4,651,0.0416,21,2,577,371850,371850,wandb/run-20260630_155831-2gcw0mpa/files/output.log
4,651,0.0416,22,2,577,371850,371850,wandb/run-20260630_155831-2gcw0mpa/files/output.log
4,651,0.0416,23,2,577,371850,371850,wandb/run-20260630_155831-2gcw0mpa/files/output.log
4,651,0.0416,24,3,16578,483367,483365,wandb/run-20260630_155831-2gcw0mpa/files/output.log
4,651,0.0416,25,3,16578,483367,483365,wandb/run-20260630_155831-2gcw0mpa/files/output.log
4,651,0.0416,26,3,16578,483367,483365,wandb/run-20260630_155831-2gcw0mpa/files/output.log
4,651,0.0416,27,3,16578,483367,483365,wandb/run-20260630_155831-2gcw0mpa/files/output.log
4,651,0.0416,28,3,16578,483367,483365,wandb/run-20260630_155831-2gcw0mpa/files/output.log
4,651,0.0416,29,3,16578,483367,483365,wandb/run-20260630_155831-2gcw0mpa/files/output.log
4,651,0.0416,30,3,16578,483367,483365,wandb/run-20260630_155831-2gcw0mpa/files/output.log
4,651,0.0416,31,3,16578,483367,483365,wandb/run-20260630_155831-2gcw0mpa/files/output.log
4,651,0.0416,32,4,23391,482497,482497,wandb/run-20260630_155831-2gcw0mpa/files/output.log
4,651,0.0416,33,4,23391,482497,482497,wandb/run-20260630_155831-2gcw0mpa/files/output.log
4,651,0.0416,34,4,23391,482497,482497,wandb/run-20260630_155831-2gcw0mpa/files/output.log
4,651,0.0416,35,4,23391,482497,482497,wandb/run-20260630_155831-2gcw0mpa/files/output.log
4,651,0.0416,36,4,23391,482497,482497,wandb/run-20260630_155831-2gcw0mpa/files/output.log
4,651,0.0416,37,4,23391,482497,482497,wandb/run-20260630_155831-2gcw0mpa/files/output.log
4,651,0.0416,38,4,23391,482497,482497,wandb/run-20260630_155831-2gcw0mpa/files/output.log
4,651,0.0416,39,4,23391,482497,482497,wandb/run-20260630_155831-2gcw0mpa/files/output.log
4,651,0.0416,40,5,32283,135008,135008,wandb/run-20260630_155831-2gcw0mpa/files/output.log
4,651,0.0416,41,5,32283,135008,135008,wandb/run-20260630_155831-2gcw0mpa/files/output.log
4,651,0.0416,42,5,32283,135008,135008,wandb/run-20260630_155831-2gcw0mpa/files/output.log
4,651,0.0416,43,5,32283,135008,135008,wandb/run-20260630_155831-2gcw0mpa/files/output.log
4,651,0.0416,44,5,32283,135008,135008,wandb/run-20260630_155831-2gcw0mpa/files/output.log
4,651,0.0416,45,5,32283,135008,135008,wandb/run-20260630_155831-2gcw0mpa/files/output.log
4,651,0.0416,46,5,32283,135008,135008,wandb/run-20260630_155831-2gcw0mpa/files/output.log
4,651,0.0416,47,5,32283,135008,135008,wandb/run-20260630_155831-2gcw0mpa/files/output.log
4,651,0.0416,48,6,39733,198362,198361,wandb/run-20260630_155831-2gcw0mpa/files/output.log
4,651,0.0416,49,6,39733,198362,198361,wandb/run-20260630_155831-2gcw0mpa/files/output.log
4,651,0.0416,50,6,39733,198362,198361,wandb/run-20260630_155831-2gcw0mpa/files/output.log
4,651,0.0416,51,6,39733,198362,198361,wandb/run-20260630_155831-2gcw0mpa/files/output.log
4,651,0.0416,52,6,39733,198362,198361,wandb/run-20260630_155831-2gcw0mpa/files/output.log
4,651,0.0416,53,6,39733,198362,198361,wandb/run-20260630_155831-2gcw0mpa/files/output.log
4,651,0.0416,54,6,39733,198362,198361,wandb/run-20260630_155831-2gcw0mpa/files/output.log
4,651,0.0416,55,6,39733,198362,198361,wandb/run-20260630_155831-2gcw0mpa/files/output.log
4,651,0.0416,56,7,4395,478941,478941,wandb/run-20260630_155831-2gcw0mpa/files/output.log
4,651,0.0416,57,7,4395,478941,478941,wandb/run-20260630_155831-2gcw0mpa/files/output.log
4,651,0.0416,58,7,4395,478941,478941,wandb/run-20260630_155831-2gcw0mpa/files/output.log
4,651,0.0416,59,7,4395,478941,478941,wandb/run-20260630_155831-2gcw0mpa/files/output.log
4,651,0.0416,60,7,4395,478941,478941,wandb/run-20260630_155831-2gcw0mpa/files/output.log
4,651,0.0416,61,7,4395,478941,478941,wandb/run-20260630_155831-2gcw0mpa/files/output.log
4,651,0.0416,62,7,4395,478941,478941,wandb/run-20260630_155831-2gcw0mpa/files/output.log
4,651,0.0416,63,7,4395,478941,478941,wandb/run-20260630_155831-2gcw0mpa/files/output.log
5,574,0.0416,0,0,27910,415070,415069,wandb/run-20260630_155831-2gcw0mpa/files/output.log
5,574,0.0416,1,0,27910,415070,415069,wandb/run-20260630_155831-2gcw0mpa/files/output.log
5,574,0.0416,2,0,27910,415070,415069,wandb/run-20260630_155831-2gcw0mpa/files/output.log
5,574,0.0416,3,0,27910,415070,415069,wandb/run-20260630_155831-2gcw0mpa/files/output.log
5,574,0.0416,4,0,27910,415070,415069,wandb/run-20260630_155831-2gcw0mpa/files/output.log
5,574,0.0416,5,0,27910,415070,415069,wandb/run-20260630_155831-2gcw0mpa/files/output.log
5,574,0.0416,6,0,27910,415070,415069,wandb/run-20260630_155831-2gcw0mpa/files/output.log
5,574,0.0416,7,0,27910,415070,415069,wandb/run-20260630_155831-2gcw0mpa/files/output.log
5,574,0.0416,8,1,31086,143421,143421,wandb/run-20260630_155831-2gcw0mpa/files/output.log
5,574,0.0416,9,1,31086,143421,143421,wandb/run-20260630_155831-2gcw0mpa/files/output.log
5,574,0.0416,10,1,31086,143421,143421,wandb/run-20260630_155831-2gcw0mpa/files/output.log
5,574,0.0416,11,1,31086,143421,143421,wandb/run-20260630_155831-2gcw0mpa/files/output.log
5,574,0.0416,12,1,31086,143421,143421,wandb/run-20260630_155831-2gcw0mpa/files/output.log
5,574,0.0416,13,1,31086,143421,143421,wandb/run-20260630_155831-2gcw0mpa/files/output.log
5,574,0.0416,14,1,31086,143421,143421,wandb/run-20260630_155831-2gcw0mpa/files/output.log
5,574,0.0416,15,1,31086,143421,143421,wandb/run-20260630_155831-2gcw0mpa/files/output.log
5,574,0.0416,16,2,9431,343885,343885,wandb/run-20260630_155831-2gcw0mpa/files/output.log
5,574,0.0416,17,2,9431,343885,343885,wandb/run-20260630_155831-2gcw0mpa/files/output.log
5,574,0.0416,18,2,9431,343885,343885,wandb/run-20260630_155831-2gcw0mpa/files/output.log
5,574,0.0416,19,2,9431,343885,343885,wandb/run-20260630_155831-2gcw0mpa/files/output.log
5,574,0.0416,20,2,9431,343885,343885,wandb/run-20260630_155831-2gcw0mpa/files/output.log
5,574,0.0416,21,2,9431,343885,343885,wandb/run-20260630_155831-2gcw0mpa/files/output.log
5,574,0.0416,22,2,9431,343885,343885,wandb/run-20260630_155831-2gcw0mpa/files/output.log
5,574,0.0416,23,2,9431,343885,343885,wandb/run-20260630_155831-2gcw0mpa/files/output.log
5,574,0.0416,24,3,2184,186864,186864,wandb/run-20260630_155831-2gcw0mpa/files/output.log
5,574,0.0416,25,3,2184,186864,186864,wandb/run-20260630_155831-2gcw0mpa/files/output.log
5,574,0.0416,26,3,2184,186864,186864,wandb/run-20260630_155831-2gcw0mpa/files/output.log
5,574,0.0416,27,3,2184,186864,186864,wandb/run-20260630_155831-2gcw0mpa/files/output.log
5,574,0.0416,28,3,2184,186864,186864,wandb/run-20260630_155831-2gcw0mpa/files/output.log
5,574,0.0416,29,3,2184,186864,186864,wandb/run-20260630_155831-2gcw0mpa/files/output.log
5,574,0.0416,30,3,2184,186864,186864,wandb/run-20260630_155831-2gcw0mpa/files/output.log
5,574,0.0416,31,3,2184,186864,186864,wandb/run-20260630_155831-2gcw0mpa/files/output.log
5,574,0.0416,32,4,1280,171374,171374,wandb/run-20260630_155831-2gcw0mpa/files/output.log
5,574,0.0416,33,4,1280,171374,171374,wandb/run-20260630_155831-2gcw0mpa/files/output.log
5,574,0.0416,34,4,1280,171374,171374,wandb/run-20260630_155831-2gcw0mpa/files/output.log
5,574,0.0416,35,4,1280,171374,171374,wandb/run-20260630_155831-2gcw0mpa/files/output.log
5,574,0.0416,36,4,1280,171374,171374,wandb/run-20260630_155831-2gcw0mpa/files/output.log
5,574,0.0416,37,4,1280,171374,171374,wandb/run-20260630_155831-2gcw0mpa/files/output.log
5,574,0.0416,38,4,1280,171374,171374,wandb/run-20260630_155831-2gcw0mpa/files/output.log
5,574,0.0416,39,4,1280,171374,171374,wandb/run-20260630_155831-2gcw0mpa/files/output.log
5,574,0.0416,40,5,23724,428829,428829,wandb/run-20260630_155831-2gcw0mpa/files/output.log
5,574,0.0416,41,5,23724,428829,428829,wandb/run-20260630_155831-2gcw0mpa/files/output.log
5,574,0.0416,42,5,23724,428829,428829,wandb/run-20260630_155831-2gcw0mpa/files/output.log
5,574,0.0416,43,5,23724,428829,428829,wandb/run-20260630_155831-2gcw0mpa/files/output.log
5,574,0.0416,44,5,23724,428829,428829,wandb/run-20260630_155831-2gcw0mpa/files/output.log
5,574,0.0416,45,5,23724,428829,428829,wandb/run-20260630_155831-2gcw0mpa/files/output.log
5,574,0.0416,46,5,23724,428829,428829,wandb/run-20260630_155831-2gcw0mpa/files/output.log
5,574,0.0416,47,5,23724,428829,428829,wandb/run-20260630_155831-2gcw0mpa/files/output.log
5,574,0.0416,48,6,23898,97187,97186,wandb/run-20260630_155831-2gcw0mpa/files/output.log
5,574,0.0416,49,6,23898,97187,97186,wandb/run-20260630_155831-2gcw0mpa/files/output.log
5,574,0.0416,50,6,23898,97187,97186,wandb/run-20260630_155831-2gcw0mpa/files/output.log
5,574,0.0416,51,6,23898,97187,97186,wandb/run-20260630_155831-2gcw0mpa/files/output.log
5,574,0.0416,52,6,23898,97187,97186,wandb/run-20260630_155831-2gcw0mpa/files/output.log
5,574,0.0416,53,6,23898,97187,97186,wandb/run-20260630_155831-2gcw0mpa/files/output.log
5,574,0.0416,54,6,23898,97187,97186,wandb/run-20260630_155831-2gcw0mpa/files/output.log
5,574,0.0416,55,6,23898,97187,97186,wandb/run-20260630_155831-2gcw0mpa/files/output.log
5,574,0.0416,56,7,32003,442516,442516,wandb/run-20260630_155831-2gcw0mpa/files/output.log
5,574,0.0416,57,7,32003,442516,442516,wandb/run-20260630_155831-2gcw0mpa/files/output.log
5,574,0.0416,58,7,32003,442516,442516,wandb/run-20260630_155831-2gcw0mpa/files/output.log
5,574,0.0416,59,7,32003,442516,442516,wandb/run-20260630_155831-2gcw0mpa/files/output.log
5,574,0.0416,60,7,32003,442516,442516,wandb/run-20260630_155831-2gcw0mpa/files/output.log
5,574,0.0416,61,7,32003,442516,442516,wandb/run-20260630_155831-2gcw0mpa/files/output.log
5,574,0.0416,62,7,32003,442516,442516,wandb/run-20260630_155831-2gcw0mpa/files/output.log
5,574,0.0416,63,7,32003,442516,442516,wandb/run-20260630_155831-2gcw0mpa/files/output.log
6,93,0.0406,0,0,16195,376489,376488,wandb/run-20260630_201313-ypderjnw/files/output.log
6,93,0.0406,1,0,16195,376489,376488,wandb/run-20260630_201313-ypderjnw/files/output.log
6,93,0.0406,2,0,16195,376489,376488,wandb/run-20260630_201313-ypderjnw/files/output.log
6,93,0.0406,3,0,16195,376489,376488,wandb/run-20260630_201313-ypderjnw/files/output.log
6,93,0.0406,4,0,16195,376489,376488,wandb/run-20260630_201313-ypderjnw/files/output.log
6,93,0.0406,5,0,16195,376489,376488,wandb/run-20260630_201313-ypderjnw/files/output.log
6,93,0.0406,6,0,16195,376489,376488,wandb/run-20260630_201313-ypderjnw/files/output.log
6,93,0.0406,7,0,16195,376489,376488,wandb/run-20260630_201313-ypderjnw/files/output.log
6,93,0.0406,8,1,39305,183872,183872,wandb/run-20260630_201313-ypderjnw/files/output.log
6,93,0.0406,9,1,39305,183872,183872,wandb/run-20260630_201313-ypderjnw/files/output.log
6,93,0.0406,10,1,39305,183872,183872,wandb/run-20260630_201313-ypderjnw/files/output.log
6,93,0.0406,11,1,39305,183872,183872,wandb/run-20260630_201313-ypderjnw/files/output.log
6,93,0.0406,12,1,39305,183872,183872,wandb/run-20260630_201313-ypderjnw/files/output.log
6,93,0.0406,13,1,39305,183872,183872,wandb/run-20260630_201313-ypderjnw/files/output.log
6,93,0.0406,14,1,39305,183872,183872,wandb/run-20260630_201313-ypderjnw/files/output.log
6,93,0.0406,15,1,39305,183872,183872,wandb/run-20260630_201313-ypderjnw/files/output.log
6,93,0.0406,16,2,5042,471918,471917,wandb/run-20260630_201313-ypderjnw/files/output.log
6,93,0.0406,17,2,5042,471918,471917,wandb/run-20260630_201313-ypderjnw/files/output.log
6,93,0.0406,18,2,5042,471918,471917,wandb/run-20260630_201313-ypderjnw/files/output.log
6,93,0.0406,19,2,5042,471918,471917,wandb/run-20260630_201313-ypderjnw/files/output.log
6,93,0.0406,20,2,5042,471918,471917,wandb/run-20260630_201313-ypderjnw/files/output.log
6,93,0.0406,21,2,5042,471918,471917,wandb/run-20260630_201313-ypderjnw/files/output.log
6,93,0.0406,22,2,5042,471918,471917,wandb/run-20260630_201313-ypderjnw/files/output.log
6,93,0.0406,23,2,5042,471918,471917,wandb/run-20260630_201313-ypderjnw/files/output.log
6,93,0.0406,24,3,11873,288767,288767,wandb/run-20260630_201313-ypderjnw/files/output.log
6,93,0.0406,25,3,11873,288767,288767,wandb/run-20260630_201313-ypderjnw/files/output.log
6,93,0.0406,26,3,11873,288767,288767,wandb/run-20260630_201313-ypderjnw/files/output.log
6,93,0.0406,27,3,11873,288767,288767,wandb/run-20260630_201313-ypderjnw/files/output.log
6,93,0.0406,28,3,11873,288767,288767,wandb/run-20260630_201313-ypderjnw/files/output.log
6,93,0.0406,29,3,11873,288767,288767,wandb/run-20260630_201313-ypderjnw/files/output.log
6,93,0.0406,30,3,11873,288767,288767,wandb/run-20260630_201313-ypderjnw/files/output.log
6,93,0.0406,31,3,11873,288767,288767,wandb/run-20260630_201313-ypderjnw/files/output.log
6,93,0.0406,32,4,34851,464097,464097,wandb/run-20260630_201313-ypderjnw/files/output.log
6,93,0.0406,33,4,34851,464097,464097,wandb/run-20260630_201313-ypderjnw/files/output.log
6,93,0.0406,34,4,34851,464097,464097,wandb/run-20260630_201313-ypderjnw/files/output.log
6,93,0.0406,35,4,34851,464097,464097,wandb/run-20260630_201313-ypderjnw/files/output.log
6,93,0.0406,36,4,34851,464097,464097,wandb/run-20260630_201313-ypderjnw/files/output.log
6,93,0.0406,37,4,34851,464097,464097,wandb/run-20260630_201313-ypderjnw/files/output.log
6,93,0.0406,38,4,34851,464097,464097,wandb/run-20260630_201313-ypderjnw/files/output.log
6,93,0.0406,39,4,34851,464097,464097,wandb/run-20260630_201313-ypderjnw/files/output.log
6,93,0.0406,40,5,17147,257069,257069,wandb/run-20260630_201313-ypderjnw/files/output.log
6,93,0.0406,41,5,17147,257069,257069,wandb/run-20260630_201313-ypderjnw/files/output.log
6,93,0.0406,42,5,17147,257069,257069,wandb/run-20260630_201313-ypderjnw/files/output.log
6,93,0.0406,43,5,17147,257069,257069,wandb/run-20260630_201313-ypderjnw/files/output.log
6,93,0.0406,44,5,17147,257069,257069,wandb/run-20260630_201313-ypderjnw/files/output.log
6,93,0.0406,45,5,17147,257069,257069,wandb/run-20260630_201313-ypderjnw/files/output.log
6,93,0.0406,46,5,17147,257069,257069,wandb/run-20260630_201313-ypderjnw/files/output.log
6,93,0.0406,47,5,17147,257069,257069,wandb/run-20260630_201313-ypderjnw/files/output.log
6,93,0.0406,48,6,33487,194573,194573,wandb/run-20260630_201313-ypderjnw/files/output.log
6,93,0.0406,49,6,33487,194573,194573,wandb/run-20260630_201313-ypderjnw/files/output.log
6,93,0.0406,50,6,33487,194573,194573,wandb/run-20260630_201313-ypderjnw/files/output.log
6,93,0.0406,51,6,33487,194573,194573,wandb/run-20260630_201313-ypderjnw/files/output.log
6,93,0.0406,52,6,33487,194573,194573,wandb/run-20260630_201313-ypderjnw/files/output.log
6,93,0.0406,53,6,33487,194573,194573,wandb/run-20260630_201313-ypderjnw/files/output.log
6,93,0.0406,54,6,33487,194573,194573,wandb/run-20260630_201313-ypderjnw/files/output.log
6,93,0.0406,55,6,33487,194573,194573,wandb/run-20260630_201313-ypderjnw/files/output.log
6,93,0.0406,56,7,17414,254694,254693,wandb/run-20260630_201313-ypderjnw/files/output.log
6,93,0.0406,57,7,17414,254694,254693,wandb/run-20260630_201313-ypderjnw/files/output.log
6,93,0.0406,58,7,17414,254694,254693,wandb/run-20260630_201313-ypderjnw/files/output.log
6,93,0.0406,59,7,17414,254694,254693,wandb/run-20260630_201313-ypderjnw/files/output.log
6,93,0.0406,60,7,17414,254694,254693,wandb/run-20260630_201313-ypderjnw/files/output.log
6,93,0.0406,61,7,17414,254694,254693,wandb/run-20260630_201313-ypderjnw/files/output.log
6,93,0.0406,62,7,17414,254694,254693,wandb/run-20260630_201313-ypderjnw/files/output.log
6,93,0.0406,63,7,17414,254694,254693,wandb/run-20260630_201313-ypderjnw/files/output.log
7,654,0.0403,0,0,6839,170320,170317,wandb/run-20260630_155831-2gcw0mpa/files/output.log
7,654,0.0403,1,0,6839,170320,170317,wandb/run-20260630_155831-2gcw0mpa/files/output.log
7,654,0.0403,2,0,6839,170320,170317,wandb/run-20260630_155831-2gcw0mpa/files/output.log
7,654,0.0403,3,0,6839,170320,170317,wandb/run-20260630_155831-2gcw0mpa/files/output.log
7,654,0.0403,4,0,6839,170320,170317,wandb/run-20260630_155831-2gcw0mpa/files/output.log
7,654,0.0403,5,0,6839,170320,170317,wandb/run-20260630_155831-2gcw0mpa/files/output.log
7,654,0.0403,6,0,6839,170320,170317,wandb/run-20260630_155831-2gcw0mpa/files/output.log
7,654,0.0403,7,0,6839,170320,170317,wandb/run-20260630_155831-2gcw0mpa/files/output.log
7,654,0.0403,8,1,20406,424502,424501,wandb/run-20260630_155831-2gcw0mpa/files/output.log
7,654,0.0403,9,1,20406,424502,424501,wandb/run-20260630_155831-2gcw0mpa/files/output.log
7,654,0.0403,10,1,20406,424502,424501,wandb/run-20260630_155831-2gcw0mpa/files/output.log
7,654,0.0403,11,1,20406,424502,424501,wandb/run-20260630_155831-2gcw0mpa/files/output.log
7,654,0.0403,12,1,20406,424502,424501,wandb/run-20260630_155831-2gcw0mpa/files/output.log
7,654,0.0403,13,1,20406,424502,424501,wandb/run-20260630_155831-2gcw0mpa/files/output.log
7,654,0.0403,14,1,20406,424502,424501,wandb/run-20260630_155831-2gcw0mpa/files/output.log
7,654,0.0403,15,1,20406,424502,424501,wandb/run-20260630_155831-2gcw0mpa/files/output.log
7,654,0.0403,16,2,986,383240,383240,wandb/run-20260630_155831-2gcw0mpa/files/output.log
7,654,0.0403,17,2,986,383240,383240,wandb/run-20260630_155831-2gcw0mpa/files/output.log
7,654,0.0403,18,2,986,383240,383240,wandb/run-20260630_155831-2gcw0mpa/files/output.log
7,654,0.0403,19,2,986,383240,383240,wandb/run-20260630_155831-2gcw0mpa/files/output.log
7,654,0.0403,20,2,986,383240,383240,wandb/run-20260630_155831-2gcw0mpa/files/output.log
7,654,0.0403,21,2,986,383240,383240,wandb/run-20260630_155831-2gcw0mpa/files/output.log
7,654,0.0403,22,2,986,383240,383240,wandb/run-20260630_155831-2gcw0mpa/files/output.log
7,654,0.0403,23,2,986,383240,383240,wandb/run-20260630_155831-2gcw0mpa/files/output.log
7,654,0.0403,24,3,36504,404177,404177,wandb/run-20260630_155831-2gcw0mpa/files/output.log
7,654,0.0403,25,3,36504,404177,404177,wandb/run-20260630_155831-2gcw0mpa/files/output.log
7,654,0.0403,26,3,36504,404177,404177,wandb/run-20260630_155831-2gcw0mpa/files/output.log
7,654,0.0403,27,3,36504,404177,404177,wandb/run-20260630_155831-2gcw0mpa/files/output.log
7,654,0.0403,28,3,36504,404177,404177,wandb/run-20260630_155831-2gcw0mpa/files/output.log
7,654,0.0403,29,3,36504,404177,404177,wandb/run-20260630_155831-2gcw0mpa/files/output.log
7,654,0.0403,30,3,36504,404177,404177,wandb/run-20260630_155831-2gcw0mpa/files/output.log
7,654,0.0403,31,3,36504,404177,404177,wandb/run-20260630_155831-2gcw0mpa/files/output.log
7,654,0.0403,32,4,35582,165486,165486,wandb/run-20260630_155831-2gcw0mpa/files/output.log
7,654,0.0403,33,4,35582,165486,165486,wandb/run-20260630_155831-2gcw0mpa/files/output.log
7,654,0.0403,34,4,35582,165486,165486,wandb/run-20260630_155831-2gcw0mpa/files/output.log
7,654,0.0403,35,4,35582,165486,165486,wandb/run-20260630_155831-2gcw0mpa/files/output.log
7,654,0.0403,36,4,35582,165486,165486,wandb/run-20260630_155831-2gcw0mpa/files/output.log
7,654,0.0403,37,4,35582,165486,165486,wandb/run-20260630_155831-2gcw0mpa/files/output.log
7,654,0.0403,38,4,35582,165486,165486,wandb/run-20260630_155831-2gcw0mpa/files/output.log
7,654,0.0403,39,4,35582,165486,165486,wandb/run-20260630_155831-2gcw0mpa/files/output.log
7,654,0.0403,40,5,21045,306238,306238,wandb/run-20260630_155831-2gcw0mpa/files/output.log
7,654,0.0403,41,5,21045,306238,306238,wandb/run-20260630_155831-2gcw0mpa/files/output.log
7,654,0.0403,42,5,21045,306238,306238,wandb/run-20260630_155831-2gcw0mpa/files/output.log
7,654,0.0403,43,5,21045,306238,306238,wandb/run-20260630_155831-2gcw0mpa/files/output.log
7,654,0.0403,44,5,21045,306238,306238,wandb/run-20260630_155831-2gcw0mpa/files/output.log
7,654,0.0403,45,5,21045,306238,306238,wandb/run-20260630_155831-2gcw0mpa/files/output.log
7,654,0.0403,46,5,21045,306238,306238,wandb/run-20260630_155831-2gcw0mpa/files/output.log
7,654,0.0403,47,5,21045,306238,306238,wandb/run-20260630_155831-2gcw0mpa/files/output.log
7,654,0.0403,48,6,20392,198218,198218,wandb/run-20260630_155831-2gcw0mpa/files/output.log
7,654,0.0403,49,6,20392,198218,198218,wandb/run-20260630_155831-2gcw0mpa/files/output.log
7,654,0.0403,50,6,20392,198218,198218,wandb/run-20260630_155831-2gcw0mpa/files/output.log
7,654,0.0403,51,6,20392,198218,198218,wandb/run-20260630_155831-2gcw0mpa/files/output.log
7,654,0.0403,52,6,20392,198218,198218,wandb/run-20260630_155831-2gcw0mpa/files/output.log
7,654,0.0403,53,6,20392,198218,198218,wandb/run-20260630_155831-2gcw0mpa/files/output.log
7,654,0.0403,54,6,20392,198218,198218,wandb/run-20260630_155831-2gcw0mpa/files/output.log
7,654,0.0403,55,6,20392,198218,198218,wandb/run-20260630_155831-2gcw0mpa/files/output.log
7,654,0.0403,56,7,19146,381980,381980,wandb/run-20260630_155831-2gcw0mpa/files/output.log
7,654,0.0403,57,7,19146,381980,381980,wandb/run-20260630_155831-2gcw0mpa/files/output.log
7,654,0.0403,58,7,19146,381980,381980,wandb/run-20260630_155831-2gcw0mpa/files/output.log
7,654,0.0403,59,7,19146,381980,381980,wandb/run-20260630_155831-2gcw0mpa/files/output.log
7,654,0.0403,60,7,19146,381980,381980,wandb/run-20260630_155831-2gcw0mpa/files/output.log
7,654,0.0403,61,7,19146,381980,381980,wandb/run-20260630_155831-2gcw0mpa/files/output.log
7,654,0.0403,62,7,19146,381980,381980,wandb/run-20260630_155831-2gcw0mpa/files/output.log
7,654,0.0403,63,7,19146,381980,381980,wandb/run-20260630_155831-2gcw0mpa/files/output.log
